0,NIVEL 0,*,*,Bienvenido al <set name="topic">nivel 0</set>!!,robotia.aiml
0,COMO CONSIGO SUPERAR LA PARTE PRACTICA,*,NIVEL 0,La calificación correspondiente a la parte práctica debe de ser mayor o igual a 3 (sobre 10),robotia.aiml
0,^ [SUPER+ APR+] ^ PRACTIC+ ^,*,NIVEL 0,<srai>COMO CONSIGO SUPERAR LA PARTE PRACTICA</srai>,robotia.aiml
0,COMO SE EVALUA EN LA CONVOCATORIA ORDINARIA,*,NIVEL 0,Para la parte de teoría durante el curso se realizarán dos pruebas. La nota de teoría será la media sobre las dos pruebas,robotia.aiml
0,^ EVAL+ ^ CONVOCATORIA ORDINARIA ^,*,NIVEL 0,<srai>COMO SE EVALUA EN LA CONVOCATORIA ORDINARIA</srai>,robotia.aiml
0,HAY EXAMEN DE PRACTICAS EN LA CONVOCATORIA EXTRAORDINARIA,*,NIVEL 0,En la convocatoria extraordinaria habrá un examen escrito único (evaluado de 0 a 10) que incluirá preguntas tanto de tipo teórico como práctico,robotia.aiml
0,^ [EXAMEN PRUEBA] PRACTIC+ ^ CONVOCATORIA EXTRAORDINARIA ^,*,NIVEL 0,<srai>HAY EXAMEN DE PRACTICAS EN LA CONVOCATORIA EXTRAORDINARIA</srai>,robotia.aiml
0,QUE PASA SI NO PUEDO ASISTIR A CLASE REGULARMENTE,*,NIVEL 0,Lo mejor es que pidas la evaluación única final#Comma con la que no te evaluan de forma continua.,robotia.aiml
0,^ ASIST+ ^ CLASE ^,*,NIVEL 0,<srai>QUE PASA SI NO PUEDO ASISTIR A CLASE REGULARMENTE</srai>,robotia.aiml
0,HAY NOTA MINIMA PARA APROBAR,*,NIVEL 0,Para aprobar la asignatura es necesario tener una calificación numérica superior o igual a 5 (sobre 10).,robotia.aiml
0,^ MINIM+ ^ APROBAR ^,*,NIVEL 0,<srai>HAY NOTA MINIMA PARA APROBAR</srai>,robotia.aiml
0,LAS PRACTICAS SON OBLIGATORIAS,*,NIVEL 0,Sí#Comma lo son#Comma de hecho hay que sacar una nota mínima en prácticas para poder aprobar.,robotia.aiml
0,^ PRACTIC+ ^ OBLIGATORI+ ^,*,NIVEL 0,<srai>LAS PRACTICAS SON OBLIGATORIAS</srai>,robotia.aiml
0,CUANTO VALE CADA PRACTICA CON RESPECTO A LA NOTA FINAL,*,NIVEL 0,Cada práctica vale un 25%.,robotia.aiml
0,^ CADA PRACTICA ^ NOTA FINAL^,*,NIVEL 0,<srai>CUANTO VALE CADA PRACTICA CON RESPECTO A LA NOTA FINAL</srai>,robotia.aiml
0,CUANTO VALE LA PARTICIPACION CON RESPECTO A LA NOTA FINAL,*,NIVEL 0,La participación vale un 10% de la nota final.,robotia.aiml
0,^ PARTICIP+ ^ NOTA FINAL^,*,NIVEL 0,<srai>CUANTO VALE LA PARTICIPACION CON RESPECTO A LA NOTA FINAL</srai>,robotia.aiml
0,COMO SE CONSIGUEN PUNTOS POR PARTICIPACION,*,NIVEL 0,Participando en actividades de clase#Comma saliendo a la pizarra o respondiendo a las preguntas del profesor.,robotia.aiml
0,^ PUNTOS ^ PARTICIP+ ^,*,NIVEL 0,<srai>COMO SE CONSIGUEN PUNTOS POR PARTICIPACION</srai>,robotia.aiml
0,LOS TRABAJOS SON INDIVIDUALES,*,NIVEL 0,Sí#Comma sino pueden ser considerados como copia.,robotia.aiml
0,^ TRABAJOS ^ INDIVID^,*,NIVEL 0,<srai>LOS TRABAJOS SON INDIVIDUALES</srai>,robotia.aiml
0,SE PUEDEN HACER LOS TRABAJOS EN GRUPO,*,NIVEL 0,No#Comma a menos que se especifique lo contrario.,robotia.aiml
0,^ TRABAJOS ^ GRUP+ ^,*,NIVEL 0,<srai>SE PUEDEN HACER LOS TRABAJOS EN GRUPO</srai>,robotia.aiml
0,HAY QUE ENTREGAR LOS EJERCICIOS DE LAS RELACIONES DE PROBLEMAS,*,NIVEL 0,En principio no#Comma pero puede ser que el profesor pida entregarlos.,robotia.aiml
0,^ ENTREGAR ^ [EJERCICI+ PROBLEM+] ^ RELACIONES ^,*,NIVEL 0,<srai>HAY QUE ENTREGAR LOS EJERCICIOS DE LAS RELACIONES DE PROBLEMAS</srai>,robotia.aiml
0,CUANTO VALE EL PRIMER EXAMEN DE TEORIA,*,NIVEL 0,El primer examen de teoria vale 25% de la nota final.,robotia.aiml
0,^ VALE ^ PRIME+ [EXAMEN PRUEBA] ^ TEORIA ^,*,NIVEL 0,<srai>CUANTO VALE EL PRIMER EXAMEN DE TEORIA</srai>,robotia.aiml
0,PUEDO RECUPERAR UNA PRACTICA O EXAMEN,*,NIVEL 0,No.,robotia.aiml
0,^ RECUP+ ^ [PRACTICA EXAMEN] ^,*,NIVEL 0,<srai>PUEDO RECUPERAR UNA PRACTICA O EXAMEN</srai>,robotia.aiml
0,QUE PASA SI ME COPIO DE OTRO ESTUDIANTE,*,NIVEL 0,Que suspendéis la asignatura#Comma tanto tú como el que se ha dejado copiar.,robotia.aiml
0,^ [ME TE] COPI+ ^,*,NIVEL 0,<srai>QUE PASA SI ME COPIO DE OTRO ESTUDIANTE</srai>,robotia.aiml
0,^ [ME TE] DEJ+ COPI+ ^,*,NIVEL 0,<srai>QUE PASA SI ME DEJO COPIAR DE OTRO ESTUDIANTE</srai>,robotia.aiml
0,Y SI SUSPENDO EN LA CONVOCATORIA ORDINARIA,*,NIVEL 0,Tienes que presentarte a la convocatoria extraordinaria.,robotia.aiml
0,^ SUSPEN+ ^ CONVOCATORIA ORDINARIA ^,*,NIVEL 0,<srai>Y SI SUSPENDO EN LA CONVOCATORIA ORDINARIA</srai>,robotia.aiml
0,CUANTO VALE LA PRACTICA Y LA TEORIA,*,NIVEL 0,Valen un 50% cada una.,robotia.aiml
0,^ VALE ^ PRACTIC+ ^ TEOR+ ^,*,NIVEL 0,<srai>CUANTO VALE LA PRACTICA Y LA TEORIA</srai>,robotia.aiml
0,CUAL ES EL HORARIO DE TUTORIAS DEL PROFESOR DE PRACTICAS,*,NIVEL 0,El horario es: Lunes de 15:30 a 17:30 en D17 (ETSIIT)#Newline								 Lunes de 19:30 a 20:30 en D17 (ETSIIT)#Newline								 Martes de 18:30 a 19:30 en D17 (ETSIIT)#Newline								 Viernes de 17:30 a 19:30 en D17 (ETSIIT),robotia.aiml
0,^ HORARIO ^ TUTORI+ ^ PRACTI+ ^,*,NIVEL 0,<srai>CUAL ES EL HORARIO DE TUTORIAS DEL PROFESOR DE PRACTICAS</srai>,robotia.aiml
0,SE PUEDE APROBAR LA PARTE PRACTICA DE LA ASIGNATURA SI NO PRESENTO UNA PRACTICA,*,NIVEL 0,Si llegas a la nota mínima de prácticas sí.,robotia.aiml
0,^ APROB+ ^ PRACTIC+ ^ NO [PRESENT+ ENTREG+] ^,*,NIVEL 0,<srai>SE PUEDE APROBAR LA PARTE PRACTICA DE LA ASIGNATURA SI NO#NewlinePRESENTO UNA PRACTICA</srai>,robotia.aiml
0,CUAL ES LA NOTA MINIMA QUE TENGO QUE OBTENER EN CADA PARTE PARA HACER MEDIA,*,NIVEL 0,Para aprobar la asignatura es necesario tener una calificación numérica superior o igual a 5 (sobre 10). No obstante#Comma además del requisito anterior#Comma se establece como requisito adicional para superar la asignatura que tanto la calificación correspondiente a la parte teórica como la correspondiente a la parte práctica sean mayores o iguales a 3 (sobre 10),robotia.aiml
0,^ MINIM+ ^ PARTE ^ MEDIA^,*,NIVEL 0,<srai>CUAL ES LA NOTA MINIMA QUE TENGO QUE OBTENER EN CADA#NewlinePARTE PARA HACER MEDIA</srai>,robotia.aiml
0,QUE PUNTUACION OBTENGO EN LA PRACTICA 1 SI OPTO POR DEFENDER EL NIVEL 3 Y NO LO SUPERO,*,NIVEL 0,Un 6.,robotia.aiml
0,^ PUNT+ ^ (PRIMERA) PRACTICA (1) ^ NIVEL 3 ^,*,NIVEL 0,<srai>QUE PUNTUACION OBTENGO EN LA PRACTICA 1 SI OPTO POR#NewlineDEFENDER EL NIVEL 3 Y NO LO SUPERO</srai>,robotia.aiml
0,PUEDO ENTREGAR LA PRACTICA 1 SIN HACER LA TAREA RELATIVA AL NIVEL 0,*,NIVEL 0,No#Comma ya que es el nivel mínimo que hay que completar para entregarla.,robotia.aiml
0,^ [ENTREG+ PRESENT+] ^ (PRIMERA) PRACTICA (1) ^ NIVEL 0 ^,*,NIVEL 0,<srai>PUEDO ENTREGAR LA PRACTICA 1 SIN HACER LA TAREA RELATIVA#NewlineAL NIVEL 0</srai>,robotia.aiml
0,^ NO PUEDO ASISTIR A LA SESION DE PRACTICAS ^ DEFENSA DE MI PRACTICA 1,*,NIVEL 0,Avisar al profesor de prácticas y el te dará una solución si el motivo esta justificado.,robotia.aiml
0,^ ASIST+ ^ DEFEN+ ^(PRIMERA) PRACTICA (1)^,*,NIVEL 0,<srai>^ NO PUEDO ASISTIR A LA SESION DE PRACTICAS ^ DEFENSA DE MI PRACTICA 1</srai>,robotia.aiml
0,CUANTAS PRUEBAS TEORICAS TENDRE A LO LARGO DEL CURSO,*,NIVEL 0,Dos pruebas teóricas.,robotia.aiml
0,^ [PRUEBAS EXAMENES] ^ TEOR+ ^,*,NIVEL 0,<srai>CUANTAS PRUEBAS TEORICAS TENDRE A LO LARGO DEL CURSO</srai>,robotia.aiml
0,^ VALE LA PRIMERA PRUEBA TEORICA,*,NIVEL 0,Lo mismo que las segunda#Comma un 25% ( hacen media).,robotia.aiml
0,^ VAL+ ^ PRIME+ [EXAMEN PRUEBA] TEORI+ ^,*,NIVEL 0,<srai>^ VALE LA PRIMERA PRUEBA TEORICA</srai>,robotia.aiml
0,EN QUE CONSISTE EL EXAMEN DE EJERCICIOS,*,NIVEL 0,Un examen de problemas de la asignatura.,robotia.aiml
0,^ [EXAMEN PRUEBA] ^ EJERCICI+ ^,*,NIVEL 0,<srai>EN QUE CONSISTE EL EXAMEN DE EJERCICIOS</srai>,robotia.aiml
0,^ NO ESTOY SEGURO DE PODER SUPERAR EL NIVEL 3 DE LA PRÁCTICA 1,*,NIVEL 0,Asegúrate que tienes bien el nivel 0#Comma1 y 2#Comma así aseguras la puntuación mínima.,robotia.aiml
0,^ [SUPER+ PAS+] ^ (TERCER) NIVEL (3) ^ (PRIMERA) PRACTICA (1)^,*,NIVEL 0,<srai>^ NO ESTOY SEGURO DE PODER SUPERAR EL#NewlineNIVEL 3 DE LA PRÁCTICA 1</srai>,robotia.aiml
0,YO PROGRAMO MUY BIEN EN C++, PODRIA HACER LA PRACTICA 1 EN ESE LENGUAJE,*,NIVEL 0,No#Comma los lenguajes de programacióno se especifican en cada guión de prácticas.,robotia.aiml
0,^ C++ ^(PRIMERA) PRACTICA (1)^,*,NIVEL 0,<srai>YO PROGRAMO MUY BIEN EN C++#Comma PODRIA HACER LA PRACTICA 1#NewlineEN ESE LENGUAJE</srai>,robotia.aiml
0,ME ENCANTAN LOS AGENTES CONVERSACIONALES Y SOY UN EXPERTO EN SU CONSTRUCCIÓN PODRIA USAR UN AGENTE CONVERSACIONAL PARA QUE VAYAN EN MI LUGAR A HACER LA DEFENSA DE PRACTICAS,*,NIVEL 0,No#Comma la defensa de prácticas es presencial. Si no te presentas a la defensa#Comma la práctica está suspensa.,robotia.aiml
0,^ AGENT+ CONVESACIONA+ ^ DEFENSA PRACTICAS ^,*,NIVEL 0,<srai>ME ENCANTAN LOS AGENTES CONVERSACIONALES Y SOY UN#NewlineEXPERTO EN SU CONSTRUCCIÓN PODRIA USAR UN AGENTE#NewlineCONVERSACIONAL PARA QUE VAYAN EN MI LUGAR A HACER LA#NewlineDEFENSA DE PRACTICAS</srai>,robotia.aiml
0,PIENSA (EN) UNA FRUT+,*,*,<think>	#Newline	<set var="list_fruit"><readset>frutas</readset></set>#Newline	<set var="lista"> <get var="list_fruit"/> </set>#Newline	<set var="cantidad"><srai>COUNT <get var="lista"/></srai></set>#Newline	<set var="pos"><srai>RANDOM <get var="cantidad"/></srai></set>#Newline	<set name="elegida">#Newline<srai>#Newline	SELECTITEM <get var="pos"/> IN <get var="lista"/>#Newline</srai>#Newline</set>#Newline</think>#Newline	Bienvenido al <set name="topic">nivel 1</set>!!#Comma#Newline	Ya la he pensado#Comma puedes preguntarme.,robotia.aiml
0,ES (DE COLOR) <SET>COLORES</SET>,*,NIVEL 1,<think>#Newline	<set var="lista_colores"><map name="frutas"><get name="elegida"/></map></set>#Newline	<set var="in"><srai> FINDITEM <star/> IN <get var="lista_colores"/></srai></set>#Newline	</think>#Newline	<condition var="in">#Newline	<li value="0">#Newline		No.#Newline	</li>#Newline	<li>#Newline		Si.#Newline	</li>#Newline	</condition>,robotia.aiml
0,ES (DE TAMAÑO) <SET>TAMANIO</SET>,*,NIVEL 1,<think>#Newline	<set var="tamanio"><map name="frutas"><get name="elegida"/></map></set>#Newline	<set var="in"><srai> FINDITEM <star/> IN <get var="tamanio"/></srai></set>#Newline	</think>#Newline	<condition var="in">#Newline	<li value="0">#Newline		No.#Newline	</li>#Newline	<li>#Newline		Si.#Newline	</li>#Newline	</condition>,robotia.aiml
0,ES (DE SABOR) <SET>SABORES</SET>,*,NIVEL 1,<think>#Newline	<set var="sabor"><map name="frutas"><get name="elegida"/></map></set>#Newline	<set var="in"><srai> FINDITEM <star/> IN <get var="sabor"/></srai></set>#Newline	</think>#Newline	<condition var="in">#Newline	<li value="0">#Newline		No.#Newline	</li>#Newline	<li>#Newline		Si.#Newline	</li>#Newline	</condition>,robotia.aiml
0,TIENE VITAMINA <SET>VITAMINAS</SET>,*,NIVEL 1,<think>#Newline	<set var="vitamina"><map name="frutas"><get name="elegida"/></map></set>#Newline	<set var="in"><srai> FINDITEM <star/> IN <get var="vitamina"/></srai></set>#Newline	</think>#Newline	<condition var="in">#Newline	<li value="0">#Newline		No.#Newline	</li>#Newline	<li>#Newline		Si.#Newline	</li>#Newline	</condition>,robotia.aiml
0,(LA FRUTA EN LA QUE ESTABAS PENSANDO) ES [EL LA] <SET>FRUTAS</SET>,*,NIVEL 1,<think>#Newline	<set var="acierto"><srai> FINDITEM <star/> IN <get name="elegida"/></srai></set>#Newline	</think>#Newline	<condition var="acierto">#Newline	<li value="0">#Newline		No#Comma has perdido!! Todavia puedes seguir intentandolo.#Newline		Para reiniciar el juego dime "Piensa en otra fruta".#Newline	</li>#Newline	<li>#Newline		Si#Comma has ganado!!.#Newline		#Newline			<srai>PIENSA EN OTRA FRUT+</srai>#Newline	</li>#Newline	</condition>,robotia.aiml
0,[EL LA] * ES (DE COLOR) <SET>COLORES</SET>,*,NIVEL 1,<think>#Newline	<set var="color"><map name="frutas"><star/></map></set>#Newline	<set var="in"><srai> FINDITEM <star index="2"/> IN <get var="color"/></srai></set>#Newline	</think>#Newline	<condition var="in">#Newline	<li value="0">#Newline		No.#Newline	</li>#Newline	<li>#Newline		Si.#Newline	</li>#Newline	</condition>,robotia.aiml
0,[EL LA] * ES (DE TAMANIO) <SET>TAMANIO</SET>,*,NIVEL 1,<think>#Newline	<set var="tamanio"><map name="frutas"><star/></map></set>#Newline	<set var="in"><srai> FINDITEM <star index="2"/> IN <get var="tamanio"/></srai></set>#Newline	</think>#Newline	<condition var="in">#Newline	<li value="0">#Newline		No.#Newline	</li>#Newline	<li>#Newline		Si.#Newline	</li>#Newline	</condition>,robotia.aiml
0,[EL LA] * ES (DE SABOR) <SET>SABORES</SET>,*,NIVEL 1,<think>#Newline	<set var="sabor"><map name="frutas"><star/></map></set>#Newline	<set var="in"><srai> FINDITEM <star index="2"/> IN <get var="sabor"/></srai></set>#Newline	</think>#Newline	<condition var="in">#Newline	<li value="0">#Newline		No.#Newline	</li>#Newline	<li>#Newline		Si.#Newline	</li>#Newline	</condition>,robotia.aiml
0,[EL LA] * TIENE VITAMINA <SET>VITAMINAS</SET>,*,NIVEL 1,<think>#Newline	<set var="vitamina"><map name="frutas"><star/></map></set>#Newline	<set var="in"><srai> FINDITEM <star index="2"/> IN <get var="vitamina"/></srai></set>#Newline	</think>#Newline	<condition var="in">#Newline	<li value="0">#Newline		No.#Newline	</li>#Newline	<li>#Newline		Si.#Newline	</li>#Newline	</condition>,robotia.aiml
0,PIENSA EN OTRA FRUT+,*,NIVEL 1,Quieres reiniciar el juego,robotia.aiml
0,SI,QUIERES REINICIAR EL JUEGO,NIVEL 1,Reiniciando juego... Pensando otra fruta.#Newline	<srai>PIENSA EN UNA FRUT+</srai>,robotia.aiml
0,NO,QUIERES REINICIAR EL JUEGO,NIVEL 1,Vale#Comma podemos seguir charlando.,robotia.aiml
